document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question_type,question,answer
0000641,GHR,https://ghr.nlm.nih.gov/condition/megalencephaly-capillary-malformation-syndrome,,C3813729|C1865285|C0340803,T019|T047,Disorders,M-CM|macrocephaly-capillary malformation syndrome|macrocephaly cutis marmorata telangiectatica congenita|MCAP|MCMTC|megalencephaly-capillary malformation-polymicrogyria syndrome|megalencephaly cutis marmorata telangiectatica congenita,0000641-2,megalencephaly-capillary malformation syndrome,frequency,How many people are affected by megalencephaly-capillary malformation syndrome ?,"The prevalence of MCAP is unknown. At least 150 affected individuals have been reported in the medical literature. Because the condition is often thought to be misdiagnosed or underdiagnosed, it may be more common than reported."
0004370,GARD,https://rarediseases.info.nih.gov/gard/10686/neuroferritinopathy,,C1853578,T047,Disorders,Ferritin-related neurodegeneration|Basal ganglia disease adult-onset|Neurodegeneration with brain iron accumulation,0004370-2,Neuroferritinopathy,symptoms,What are the symptoms of Neuroferritinopathy ?,"What are the signs and symptoms of Neuroferritinopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Neuroferritinopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Chorea 90% Hypertonia 90% Incoordination 90% Abnormality of eye movement 50% Feeding difficulties in infancy 50% Gait disturbance 50% Constipation 7.5% Developmental regression 7.5% Hypotension 7.5% Neurological speech impairment 7.5% Reduced consciousness/confusion 7.5% Tremor 7.5% Anarthria - Ataxia - Autosomal dominant inheritance - Babinski sign - Blepharospasm - Bradykinesia - Cavitation of the basal ganglia - Choreoathetosis - Decreased serum ferritin - Dementia - Disinhibition - Dysarthria - Dysphagia - Emotional lability - Hyperreflexia - Laryngeal dystonia - Mutism - Neurodegeneration - Parkinsonism - Phenotypic variability - Progressive - Rigidity - Spasticity - Writer's cramp - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
0000908,GHR,https://ghr.nlm.nih.gov/condition/sialidosis,,C0268226,T047,Disorders,cherry red spot myoclonus syndrome|mucolipidosis I|mucolipidosis type I|myoclonus cherry red spot syndrome,0000908-1,sialidosis,information,What is (are) sialidosis ?,"Sialidosis is a severe inherited disorder that affects many organs and tissues, including the nervous system. This disorder is divided into two types, which are distinguished by the age at which symptoms appear and the severity of features.  Sialidosis type I, also referred to as cherry-red spot myoclonus syndrome, is the less severe form of this condition. People with type I develop signs and symptoms of sialidosis in their teens or twenties. Initially, affected individuals experience problems walking (gait disturbance) and/or a loss of sharp vision (reduced visual acuity). Individuals with sialidosis type I also experience muscle twitches (myoclonus), difficulty coordinating movements (ataxia), leg tremors, and seizures. The myoclonus worsens over time, causing difficulty sitting, standing, or walking. People with sialidosis type I eventually require wheelchair assistance. Affected individuals have progressive vision problems, including impaired color vision or night blindness. An eye abnormality called a cherry-red spot, which can be identified with an eye examination, is characteristic of this disorder. Sialidosis type I does not affect intelligence or life expectancy.  Sialidosis type II, the more severe type of the disorder, is further divided into congenital, infantile, and juvenile forms. The features of congenital sialidosis type II can develop before birth. This form of sialidosis is associated with an abnormal buildup of fluid in the abdominal cavity (ascites) or widespread swelling before birth caused by fluid accumulation (hydrops fetalis). Affected infants may also have an enlarged liver and spleen (hepatosplenomegaly), abnormal bone development (dysostosis multiplex), and distinctive facial features that are often described as ""coarse."" As a result of these serious health problems, individuals with congenital sialidosis type II usually are stillborn or die soon after birth.  Infantile sialidosis type II shares some features with the congenital form, although the signs and symptoms are slightly less severe and begin within the first year of life. Features of the infantile form include hepatosplenomegaly, dysostosis multiplex, ""coarse"" facial features, short stature, and intellectual disability. As children with infantile sialidosis type II get older, they may develop myoclonus and cherry-red spots. Other signs and symptoms include hearing loss, overgrowth of the gums (gingival hyperplasia), and widely spaced teeth. Affected individuals may survive into childhood or adolescence.  The juvenile form has the least severe signs and symptoms of the different forms of sialidosis type II. Features of this condition usually appear in late childhood and may include mildly ""coarse"" facial features, mild bone abnormalities, cherry-red spots, myoclonus, intellectual disability, and dark red spots on the skin (angiokeratomas). The life expectancy of individuals with juvenile sialidosis type II varies depending on the severity of symptoms."
0000122,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/digestive-diseases/ulcerative-colitis/Pages/facts.aspx,,C0009324,T047,Disorders,,0000122-2,Ulcerative Colitis,information,What is (are) Ulcerative Colitis ?,"The large intestine is part of the GI tract, a series of hollow organs joined in a long, twisting tube from the mouth to the anusan opening through which stool leaves the body. The last part of the GI tract, called the lower GI tract, consists of the large intestinewhich includes the appendix, cecum, colon, and rectumand anus. The intestines are sometimes called the bowel.
                
The large intestine is about 5 feet long in adults and absorbs water and any remaining nutrients from partially digested food passed from the small intestine. The large intestine changes waste from liquid to a solid matter called stool. Stool passes from the colon to the rectum. The rectum is located between the lower, or sigmoid, colon and the anus. The rectum stores stool prior to a bowel movement, when stool moves from the rectum to the anus and out of a person's body."
0000023,NINDS,http://www.ninds.nih.gov/disorders/anoxia/anoxia.htm,,C1527348,T046,Disorders,,0000023-1,Cerebral Hypoxia,information,What is (are) Cerebral Hypoxia ?,"Cerebral hypoxia refers to a condition in which there is a decrease of oxygen supply to the brain even though there is adequate blood flow. Drowning, strangling, choking, suffocation, cardiac arrest, head trauma, carbon monoxide poisoning, and complications of general anesthesia can create conditions that can lead to cerebral hypoxia. Symptoms of mild cerebral hypoxia include inattentiveness, poor judgment, memory loss, and a decrease in motor coordination. Brain cells are extremely sensitive to oxygen deprivation and can begin to die within five minutes after oxygen supply has been cut off. When hypoxia lasts for longer periods of time, it can cause coma, seizures, and even brain death. In brain death, there is no measurable activity in the brain, although cardiovascular function is preserved. Life support is required for respiration."
0002307,GARD,https://rarediseases.info.nih.gov/gard/2268/fanconi-bickel-syndrome,,C0039082|C0015624,T047,Disorders,Hepatorenal glycogenosis with renal Fanconi syndrome|Hepatorenal glycogenosis with renal fanconi syndrome|Hepatic glycogenosis with amino aciduria and glucosuria|Fanconi syndrome with intestinal malabsorption and galactose intolerance|Pseudo-Phlorizin diabetes,0002307-3,Fanconi Bickel syndrome,treatment,What are the treatments for Fanconi Bickel syndrome ?,"How might Fanconi Bickel syndrome be treated? Management of Fanconi Bickel syndrome (FBS) generally focuses on the signs and symptoms of the condition. Treatment includes replacement of water and electrolytes, and vitamin D and phosphate supplements for prevention of hypophosphatemic rickets. Although there is limited data on the effectiveness of dietary treatment for this condition, it is recommended that affected individuals follow a galactose-restricted diabetic diet, with fructose as the main source of carbohydrate. Diet and supplements may alleviate some of the signs and symptoms of the condition but generally do not improve growth, resulting in short stature in adulthood."
0002371,GARD,https://rarediseases.info.nih.gov/gard/2326/fibromuscular-dysplasia,,C0016052,T047,Disorders,Fibromuscular dysplasia of arteries|FMD,0002371-1,Fibromuscular dysplasia,information,What is (are) Fibromuscular dysplasia ?,"Fibromuscular dysplasia (FMD) is the abnormal development or growth of cells in the walls of arteries that can cause the vessels to narrow or bulge. The carotid arteries, which pass through the neck and supply blood to the brain, are commonly affected. Arteries within the brain and kidneys can also be affected. Narrowing and enlarging of arteries can block or reduce blood flow to the brain, causing a stroke. Some patients experience no symptoms of the disease while others may have high blood pressure, dizziness or vertigo, chronic headache, intracranial aneurysm, ringing in the ears, weakness or numbness in the face, neck pain, or changes in vision. FMD is most often seen in people age 25 to 50 years and affects women more often than men. More than one family member may be affected by the disease. The cause of FMD is unknown. Treatment is based on the arteries affected and the progression and severity of the disease."
0000630,GHR,https://ghr.nlm.nih.gov/condition/mayer-rokitansky-kuster-hauser-syndrome,,C0039082,T047,Disorders,congenital absence of the uterus and vagina (CAUV)|genital renal ear syndrome (GRES)|MRKH syndrome|Mullerian agenesis|Mullerian aplasia|Mullerian dysgenesis|Rokitansky syndrome,0000630-5,Mayer-Rokitansky-Kster-Hauser syndrome,treatment,What are the treatments for Mayer-Rokitansky-Kster-Hauser syndrome ?,These resources address the diagnosis or management of Mayer-Rokitansky-Kster-Hauser syndrome:  - American Urological Association Foundation: Vaginal Agenesis  - Children's Hospital Boston: Center for Young Women's Health  - Genetic Testing Registry: Rokitansky Kuster Hauser syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care
0002399,GARD,https://rarediseases.info.nih.gov/gard/6457/focal-dermal-hypoplasia,,C0016395,T047,Disorders,DHOF|FODH|FDH|Goltz Syndrome|Goltz Gorlin Syndrome,0002399-1,Focal dermal hypoplasia,information,What is (are) Focal dermal hypoplasia ?,"Focal dermal hypoplasia is a genetic disorder that primarily affects the skin, skeleton, eyes, and face. The skin abnormalities are present from birth and can include streaks of very thin skin (dermal hypoplasia), cutis aplasia, and telangiectases. They also may abnormalities in the nails, hands, and feet. Some of the eye findings present may include small eyes (microphthalmia), absent or severely underdeveloped eyes (anophthalmia), and problems with the tear ducts. People with focal dermal hypoplasia may also have distinctive facial features such as a pointed chin, small ears, notched nostrils, and a slight difference in the size and shape of the right and left sides of the face (facial asymmetry). Most individuals with this condition are female. Males usually have milder signs and symptoms than females. Although intelligence is typically unaffected, some individuals have intellectual disability. This condition is caused by mutations in the PORCN gene and is inherited in an X-linked dominant manner. Most cases of focal dermal hypoplasia in females result from new mutations in the PORCN gene and occur in people with no history of the disorder in their family. When focal dermal hypoplasia occurs in males, it always results from a new mutation in this gene that is not inherited. Treatment is based on the signs and symptoms present in the person; however, care usually involves a team of specialists, including dermatologists, otolaryngologist, physical/occupational therapists, and hand surgeons."
0001027,GHR,https://ghr.nlm.nih.gov/condition/warfarin-resistance,,C0750384,T047,Disorders,coumarin resistance|poor metabolism of coumarin,0001027-1,warfarin resistance,information,What is (are) warfarin resistance ?,"Warfarin resistance is a condition in which individuals have a high tolerance for the drug warfarin. Warfarin is an anticoagulant, which means that it thins the blood, preventing blood clots from forming. Warfarin is often prescribed to prevent blood clots in people with heart valve disease who have replacement heart valves, people with an irregular heart beat (atrial fibrillation), or those with a history of heart attack, stroke, or a prior blood clot in the deep veins of the arms or legs (deep vein thrombosis).  There are two types of warfarin resistance: incomplete and complete. Those with incomplete warfarin resistance can achieve the benefits of warfarin treatment with a high dose of warfarin. Individuals with complete warfarin resistance do not respond to warfarin treatment, no matter how high the dose. If people with warfarin resistance require treatment with warfarin and take the average dose, they will remain at risk of developing a potentially harmful blood clot.  Both types of warfarin resistance are related to how the body processes warfarin. In some people with warfarin resistance, their blood clotting process does not react effectively to the drug. Others with this resistance rapidly break down (metabolize) warfarin, so the medication is quickly processed by their bodies; these individuals are classified as ""fast metabolizers"" or ""rapid metabolizers"" of warfarin. The severity of these abnormal processes determines whether the warfarin resistance is complete or incomplete.  Warfarin resistance does not appear to cause any health problems other than those associated with warfarin drug treatment."
0000152,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/kidney-disease/iga-nephropathy/Pages/facts.aspx,,C0017661,T047,Disorders,,0000152-9,IgA Nephropathy,treatment,What are the treatments for IgA Nephropathy ?,"Researchers have not yet found a specific cure for IgA nephropathy. Once the kidneys are scarred, they cannot be repaired. Therefore, the ultimate goal of IgA nephropathy treatment is to prevent or delay end-stage kidney disease. A health care provider may prescribe medications to
                
- control a persons blood pressure and slow the progression of kidney disease  - remove extra fluid from a persons blood  - control a persons immune system  - lower a persons blood cholesterol levels
                
Control Blood Pressure and Slow Progression of Kidney Disease
                
People with IgA nephropathy that is causing high blood pressure may need to take medications that lower blood pressure and can also significantly slow the progression of kidney disease. Two types of blood pressure-lowering medicationsangiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs)have proven effective in slowing the progression of kidney disease. Many people require two or more medications to control their blood pressure. A person may also need beta-blockers, calcium channel blockers, and other blood pressure medications.
                
Remove Extra Fluid
                
A health care provider may prescribe a diuretic, a medication that helps the kidneys remove extra fluid from the blood. Removing the extra fluid can improve the control of blood pressure. Taking a diuretic along with an ACE inhibitor or an ARB often increases the effectiveness of these medications.
                
Control the Immune System
                
Health care providers sometimes use medications to control a persons immune system. Since inflammation is the immune systems normal response, controlling the immune system can decrease inflammation. Health care providers may prescribe the following medications:
                
- corticosteroids, such as prednisone  - cyclophosphamide
                
Lower Blood Cholesterol Levels
                
People with IgA nephropathy may develop high blood cholesterol levels. Cholesterol is a type of fat found in the bodys cells, in blood, and in many foods. People who take medications for high blood cholesterol levels can lower their blood cholesterol levels. A health care provider may prescribe one of several cholesterol-lowering medications called statins."
0000158,MPlusHealthTopics,https://www.nlm.nih.gov/medlineplus/cataract.html,Disease,C0086543,T190,Disorders,,0000158-1,Cataract,information,What is (are) Cataract ?,"A cataract is a clouding of the lens in your eye. It affects your vision. Cataracts are very common in older people. By age 80, more than half of all Americans either have a cataract or have had cataract surgery.    A cataract can occur in either or both eyes. It cannot spread from one eye to the other. Common symptoms are       - Blurry vision    - Colors that seem faded    - Glare - headlights, lamps or sunlight may seem too bright. You may also see a halo around lights.    - Not being able to see well at night    - Double vision     - Frequent prescription changes in your eye wear        Cataracts usually develop slowly. New glasses, brighter lighting, anti-glare sunglasses or magnifying lenses can help at first. Surgery is also an option. It involves removing the cloudy lens and replacing it with an artificial lens. Wearing sunglasses and a hat with a brim to block ultraviolet sunlight may help to delay cataracts.    NIH: National Eye Institute"
0003749,GARD,https://rarediseases.info.nih.gov/gard/6959/mal-de-debarquement,,C1608983,T047,Disorders,MdDS|Mal de debarquement syndrome|Sickness of disembarkment|Disembarkment syndrome,0003749-1,Mal de debarquement,information,What is (are) Mal de debarquement ?,"Mal de debarquement syndrome is a balance disorder that most commonly develops following an ocean cruise or other type of water travel and less commonly following air travel, train travel, or other motion experiences. The symptoms typically reported include: persistent sensation of motion such as rocking, swaying, and/or bobbing, difficulty maintaining balance, anxiety, fatigue, unsteadiness, and difficulty concentrating. The symptoms may be last anywhere from a month to years. Symptoms may or may not go away with time; however, they may reoccur following another motion experience or during periods of stress or illness. Although there is no known cure for mal de debarquement syndrome, there is evidence that some patients have responded positively to antidepressants or anti-seizure medications. Customized vestibular therapy and exercise routines may also be effective."
0005127,GARD,https://rarediseases.info.nih.gov/gard/4540/pseudoachondroplasia,,C0410538,T019|T047,Disorders,"Pseudoachondroplastic dysplasia|PSACH|Pseudoachondroplastic spondyloepiphyseal dysplasia|Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome|Spondyloepiphyseal dysplasia, pseudoachondroplastic",0005127-3,Pseudoachondroplasia,inheritance,Is Pseudoachondroplasia inherited ?,"How is pseudoachondroplasia inherited? Pseudoachondroplasia is inherited in an autosomal dominant pattern, which means having one altered copy of the COMP gene in each cell is enough to cause the disorder. In some cases, an affected person inherits the mutation from one affected parent. Other cases result from new mutations in the gene and occur in people with no history of the disorder in their family."
0000014_2,CancerGov,https://www.cancer.gov/types/uterine/patient/uterine-sarcoma-treatment-pdq,,C0338113,T191,Disorders,,0000014_2-1,Uterine Sarcoma,information,What is (are) Uterine Sarcoma ?,"Key Points
                    - Uterine sarcoma is a disease in which malignant (cancer) cells form in the muscles of the uterus or other tissues that support the uterus.    - Being exposed to x-rays can increase the risk of uterine sarcoma.     - Signs of uterine sarcoma include abnormal bleeding.     - Tests that examine the uterus are used to detect (find) and diagnose uterine sarcoma.    - Certain factors affect prognosis (chance of recovery) and treatment options.
                
                
                    Uterine sarcoma is a disease in which malignant (cancer) cells form in the muscles of the uterus or other tissues that support the uterus.
                    The uterus is part of the female reproductive system. The uterus is the hollow, pear-shaped organ in the pelvis, where a fetus grows. The cervix is at the lower, narrow end of the uterus, and leads to the vagina.       Uterine sarcoma is a very rare kind of cancer that forms in the uterine muscles or in tissues that support the uterus. (Information about other types of sarcomas can be found in the PDQ summary on Adult Soft Tissue Sarcoma Treatment.) Uterine sarcoma is different from cancer of the endometrium, a disease in which cancer cells start growing inside the lining of the uterus. (See the PDQ summary on Endometrial Cancer Treatment for information)."
0000019_1,CancerGov,https://www.cancer.gov/types/ovarian/patient/ovarian-epithelial-treatment-pdq,,C1299307,T191,Disorders,,0000019_1-7,"Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer",outlook,"What is the outlook for Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer ?",Certain factors affect treatment options and prognosis (chance of recovery). The prognosis (chance of recovery) and treatment options depend on the following:         - The type of ovarian cancer and how much cancer there is.    - The stage and grade of the cancer.    - Whether the patient has extra fluid in the abdomen that causes swelling.    - Whether all of the tumor can be removed by surgery.    - Whether there are changes in the  BRCA1  or  BRCA2  genes.    - The patients age and general health.    - Whether the cancer has just been diagnosed or has recurred (come back).
0000119,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/digestive-diseases/proctitis/Pages/facts.aspx,,C0033246|C1963216,T047|T033,Disorders,,0000119-5,Proctitis,symptoms,What are the symptoms of Proctitis ?,"Tenesmusan uncomfortable and frequent urge to have a bowel movementis one of the most common symptoms of proctitis. Other symptoms may include
                
- bloody bowel movements  - rectal bleeding  - a feeling of rectal fullness  - anal or rectal pain  - crampy abdominal pain  - rectal discharge of mucus or pus  - diarrhea or frequent passage of loose or liquid stools"
0000070,NIHSeniorHealth,http://nihseniorhealth.gov/urinaryincontinence/toc.html,,C0042024,T046,Disorders,,0000070-3,Urinary Incontinence,exams and tests,How to diagnose Urinary Incontinence ?,"The first step in treating urinary incontinence is to see a health care provider. He or she will give you a physical exam and take your medical history. The provider will ask about your symptoms and the medicines you use. He or she will want to know if you have been sick recently or have had surgery. Your provider also may do a number of tests. These might include - urine tests  - tests that measure how well you empty your bladderusually by ultrasound. urine tests tests that measure how well you empty your bladderusually by ultrasound. In addition, your health care provider may ask you to keep a daily diary of when you urinate and when you leak urine. Your family provider may also send you to a urologist or urogynecologist, doctors who specialize in urinary tract problems Get tips on choosing a health care provider. (Watch the video above to learn more about what to expect when seeking care for a bladder problem. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)"
0003860,GARD,https://rarediseases.info.nih.gov/gard/9781/mecp2-duplication-syndrome,,C1846058|C0039082,T048|T047,Disorders,"MRXSL|Lubs X-linked mental retardation syndrome (formerly)|XLMR syndrome, Lubs type|Mental retardation, X-linked, Lubs type (formerly)",0003860-6,MECP2 duplication syndrome,treatment,What are the treatments for MECP2 duplication syndrome ?,"How might MECP2 duplication syndrome be treated? Because MECP2 duplication syndrome affects many different systems of the body, medical management is often provided by a team of doctors and other healthcare professionals. Treatment for this condition varies based on the signs and symptoms present in each person. For example, infants with trouble swallowing and/or other feeding difficulties may require a feeding tube. Early developmental interventions may be recommended to help affected children reach their potential. This may include physical therapy, speech therapy and/or occupational therapy. Medications may be prescribed to treat seizures or spasticity. Recurrent infections are usually treated aggressively with appropriate antibiotics. Please speak with a healthcare provider if you have any questions about your personal medical management plan or that of a family member."
0000914,GHR,https://ghr.nlm.nih.gov/condition/sitosterolemia,,C0342907,T046,Disorders,beta-sitosterolemia|phytosterolaemia|phytosterolemia|plant sterol storage disease|sitosterolaemia,0000914-2,sitosterolemia,frequency,How many people are affected by sitosterolemia ?,"Only 80 to 100 individuals with sitosterolemia have been described in the medical literature. However, researchers believe that this condition is likely underdiagnosed because mild cases often do not come to medical attention. Studies suggest that the prevalence may be at least 1 in 50,000 people."
0000251,GHR,https://ghr.nlm.nih.gov/condition/cri-du-chat-syndrome,,C0010314,T019|T047,Disorders,5p deletion syndrome|5p- syndrome|cat cry syndrome|chromosome 5p- syndrome|monosomy 5p,0000251-3,cri-du-chat syndrome,genetic changes,What are the genetic changes related to cri-du-chat syndrome ?,"Cri-du-chat syndrome is caused by a deletion of the end of the short (p) arm of chromosome 5. This chromosomal change is written as 5p-. The size of the deletion varies among affected individuals; studies suggest that larger deletions tend to result in more severe intellectual disability and developmental delay than smaller deletions.  The signs and symptoms of cri-du-chat syndrome are probably related to the loss of multiple genes on the short arm of chromosome 5. Researchers believe that the loss of a specific gene, CTNND2, is associated with severe intellectual disability in some people with this condition. They are working to determine how the loss of other genes in this region contributes to the characteristic features of cri-du-chat syndrome."
0003941,GARD,https://rarediseases.info.nih.gov/gard/9947/mental-retardation-x-linked-with-cerebellar-hypoplasia-and-distinctive-facial-appearance,,C0025362|C0266470,T019|T048,Disorders,Mental retardation x-linked 60 (formerly)|MRX60 (formerly),0003941-1,Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance,symptoms,What are the symptoms of Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance ?,"What are the signs and symptoms of Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance? The Human Phenotype Ontology provides the following list of signs and symptoms for Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aplasia/Hypoplasia of the cerebellum 90% Cognitive impairment 90% Attention deficit hyperactivity disorder 50% Autism 50% Muscular hypotonia 50% Neurological speech impairment 50% Seizures 50% Strabismus 50% Abnormality of the mouth 7.5% Cerebral cortical atrophy 7.5% Cryptorchidism 7.5% Deeply set eye 7.5% Frontal bossing 7.5% Incoordination 7.5% Long face 7.5% Macrotia 7.5% Ventriculomegaly 7.5% Cerebellar hypoplasia - Delayed speech and language development - Disorganization of the anterior cerebellar vermis - Enlarged cisterna magna - Gait ataxia - Hyperactivity - Hypotelorism - Infantile onset - Intellectual disability - Long nose - Macrocephaly - Mandibular prognathia - Micropenis - Microphallus - Nystagmus - Prominent forehead - Prominent supraorbital ridges - Retrocerebellar cyst - Scrotal hypoplasia - Short philtrum - Spasticity - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
0005219,GARD,https://rarediseases.info.nih.gov/gard/9298/pyridoxine-dependent-epilepsy,,C1849508,T047,Disorders,Pyridoxine dependency|Pyridoxine dependency with seizures|Vitamin B6-dependent seizures|Antiquitin deficiency,0005219-2,Pyridoxine-dependent epilepsy,symptoms,What are the symptoms of Pyridoxine-dependent epilepsy ?,"What are the signs and symptoms of Pyridoxine-dependent epilepsy? Those affected by pyridoxine-dependent epilepsy typically experience prolonged seizures lasting several minutes (status epilepticus). These seizures involve muscle rigidity, convulsions, and loss of consciousness (tonic-clonic seizures). Additional features of pyridoxine-dependent epilepsy include low body temperature (hypothermia), poor muscle tone (dystonia) soon after birth, and irritability before a seizure episode. In rare instances, children with this condition do not have seizures until they are 1 to 3 years old.  If left untreated, people with this condition can develop severe brain dysfunction (encephalopathy). Even though seizures can be controlled with pyridoxine, neurological problems such as developmental delay and learning disorders may still occur. The Human Phenotype Ontology provides the following list of signs and symptoms for Pyridoxine-dependent epilepsy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of metabolism/homeostasis 90% Abnormality of movement 90% Cognitive impairment 90% EEG abnormality 90% Neurological speech impairment 90% Seizures 90% Muscular hypotonia 50% Cerebral cortical atrophy 7.5% Hepatomegaly 7.5% Strabismus 7.5% Ventriculomegaly 7.5% Autosomal recessive inheritance - Delayed speech and language development - Generalized myoclonic seizures - Generalized tonic-clonic seizures - Intellectual disability - Neonatal respiratory distress - Prenatal movement abnormality - Respiratory distress - Status epilepticus - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
0001301,GARD,https://rarediseases.info.nih.gov/gard/3770/chromosome-8q-deletion,,C1442161,T049,Disorders,Deletion 8q|Monosomy 8q|8q deletion|8q monosomy|Partial monosomy 8q,0001301-1,Chromosome 8q deletion,information,What is (are) Chromosome 8q deletion ?,"Chromosome 8q deletion is a chromosome abnormality that occurs when there is a missing copy of the genetic material located on the long arm (q) of chromosome 8. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and which genes are involved. Features that often occur in people with chromosome 8q deletion include developmental delay, intellectual disability, behavioral problems, and distinctive facial features. Most cases are not inherited, but people can pass the deletion on to their children. Treatment is based on the signs and symptoms present in each person."
0000051,NIHSeniorHealth,http://nihseniorhealth.gov/pagetsdiseaseofbone/toc.html,,C0029401,T047,Disorders,,0000051-12,Paget's Disease of Bone,complications,What are the complications of Paget's Disease of Bone ?,"Over time, Paget's disease may lead to other medical conditions, including arthritis, headaches, hearing loss, and nervous system problems, depending on which bones are affected. On very rare occasions, Paget's disease is associated with the development of osteosarcoma, a type of bone cancer. Less than one percent of patients have this complication."
0000964,GHR,https://ghr.nlm.nih.gov/condition/swyer-syndrome,,C2936694|C0018054,T019|T047,Disorders,"46,XY CGD|46,XY complete gonadal dysgenesis|46,XY sex reversal|gonadal dysgenesis, 46,XY|gonadal dysgenesis, XY female type|pure gonadal dysgenesis 46,XY|XY pure gonadal dysgenesis",0000964-3,Swyer syndrome,genetic changes,What are the genetic changes related to Swyer syndrome ?,"Mutations in the SRY gene have been identified in approximately 15 percent of individuals with Swyer syndrome. The SRY gene, located on the Y chromosome, provides instructions for making the sex-determining region Y protein. This protein is a transcription factor, which means it attaches (binds) to specific regions of DNA and helps control the activity of particular genes. The sex-determining region Y protein starts processes that are involved in male sexual development. These processes cause a fetus to develop male gonads (testes) and prevent the development of female reproductive structures (uterus and fallopian tubes). SRY gene mutations that cause Swyer syndrome prevent production of the sex-determining region Y protein or result in the production of a nonfunctioning protein. A fetus whose cells do not produce functional sex-determining region Y protein will not develop testes but will develop a uterus and fallopian tubes, despite having a typically male karyotype.  Swyer syndrome can also be caused by mutations in the MAP3K1 gene; research indicates that mutations in this gene may account for up to 18 percent of cases. The MAP3K1 gene provides instructions for making a protein that helps regulate signaling pathways that control various processes in the body. These include the processes of determining sexual characteristics before birth. The mutations in this gene that cause Swyer syndrome decrease signaling that leads to male sexual differentiation and enhance signaling that leads to female sexual differentiation, preventing the development of testes and allowing the development of a uterus and fallopian tubes.  Mutations in the DHH and NR5A1 genes have also been identified in small numbers of people with Swyer syndrome. The DHH gene provides instructions for making a protein that is important for early development of tissues in many parts of the body. The NR5A1 gene provides instructions for producing another transcription factor called the steroidogenic factor 1 (SF1). This protein helps control the activity of several genes related to the production of sex hormones and sexual differentiation. Mutations in the DHH and NR5A1 genes affect the process of sexual differentiation, preventing affected individuals with a typically male karyotype from developing testes and causing them to develop a uterus and fallopian tubes.  Changes affecting other genes have also been identified in a small number of people with Swyer syndrome. Nongenetic factors, such as hormonal medications taken by the mother during pregnancy, have also been associated with this condition. However, in most individuals with Swyer syndrome, the cause is unknown."
